Index,Date,Closing Price
DivDAX,2020-03-02,307.21
DivDAX,2020-03-03,309.00
DivDAX,2020-03-04,314.56
DivDAX,2020-03-05,308.74
DivDAX,2020-03-06,299.36
DivDAX,2020-03-09,272.91
DivDAX,2020-03-10,269.47
DivDAX,2020-03-11,268.77
DivDAX,2020-03-12,231.01
DivDAX,2020-03-13,232.69
DivDAX,2020-03-16,218.21
DivDAX,2020-03-17,224.03
DivDAX,2020-03-18,209.70
DivDAX,2020-03-19,215.51
DivDAX,2020-03-20,222.66
DivDAX,2020-03-23,218.10
DivDAX,2020-03-24,245.82
DivDAX,2020-03-25,249.42
DivDAX,2020-03-26,251.53
DivDAX,2020-03-27,241.21
DivDAX,2020-03-30,245.84
DivDAX,2020-03-31,249.38
DivDAX,2020-04-01,238.86
DivDAX,2020-04-02,240.37
DivDAX,2020-04-03,238.01
DivDAX,2020-04-06,264.53
DivDAX,2020-04-07,260.81
DivDAX,2020-04-08,258.68
DivDAX,2020-04-09,264.94
DivDAX,2020-04-14,266.72
DivDAX,2020-04-15,255.93
DivDAX,2020-04-16,255.68
DivDAX,2020-04-17,264.70
DivDAX,2020-04-20,265.16
DivDAX,2020-04-21,255.33
DivDAX,2020-04-22,259.68
DivDAX,2020-04-23,262.58
DivDAX,2020-04-24,258.71
DivDAX,2020-04-27,268.92
DivDAX,2020-04-28,275.19
DivDAX,2020-04-29,285.72
DivDAX,2020-04-30,277.84
DivDAX,2020-05-04,267.07
DivDAX,2020-05-05,273.17
DivDAX,2020-05-06,268.97
DivDAX,2020-05-07,271.80
DivDAX,2020-05-08,277.09
DivDAX,2020-05-11,274.30
DivDAX,2020-05-12,274.57
DivDAX,2020-05-13,265.95
DivDAX,2020-05-14,259.96
DivDAX,2020-05-15,265.14
DivDAX,2020-05-18,281.11
DivDAX,2020-05-19,281.04
DivDAX,2020-05-20,283.87
DivDAX,2020-05-21,280.80
DivDAX,2020-05-22,280.91
DivDAX,2020-05-25,288.59
DivDAX,2020-05-26,293.70
DivDAX,2020-05-27,301.21
DivDAX,2020-05-28,301.80
DivDAX,2020-05-29,294.05
DivDAX,2020-06-02,308.47
DivDAX,2020-06-03,322.75
DivDAX,2020-06-04,319.94
DivDAX,2020-06-05,331.62
MDAX,2020-01-02,"28,608.30"
MDAX,2020-01-03,"28,451.33"
MDAX,2020-01-06,"28,193.27"
MDAX,2020-01-07,"28,287.08"
MDAX,2020-01-08,"28,377.80"
MDAX,2020-01-09,"28,554.01"
MDAX,2020-01-10,"28,470.89"
MDAX,2020-01-13,"28,405.66"
MDAX,2020-01-14,"28,462.47"
MDAX,2020-01-15,"28,407.22"
MDAX,2020-01-16,"28,470.39"
MDAX,2020-01-17,"28,669.65"
MDAX,2020-01-20,"28,811.24"
MDAX,2020-01-21,"28,767.96"
MDAX,2020-01-22,"28,754.12"
MDAX,2020-01-23,"28,480.53"
MDAX,2020-01-24,"28,802.24"
MDAX,2020-01-27,"28,133.89"
MDAX,2020-01-28,"28,354.84"
MDAX,2020-01-29,"28,513.50"
MDAX,2020-01-30,"28,186.14"
MDAX,2020-01-31,"27,984.32"
MDAX,2020-02-03,"28,046.05"
MDAX,2020-02-04,"28,441.90"
MDAX,2020-02-05,"28,780.27"
MDAX,2020-02-06,"28,908.75"
MDAX,2020-02-07,"28,671.90"
MDAX,2020-02-10,"28,781.24"
MDAX,2020-02-11,"29,195.34"
MDAX,2020-02-12,"29,238.36"
MDAX,2020-02-13,"29,172.67"
MDAX,2020-02-14,"29,214.88"
MDAX,2020-02-17,"29,316.34"
MDAX,2020-02-18,"29,057.80"
MDAX,2020-02-19,"29,355.19"
MDAX,2020-02-20,"29,176.90"
MDAX,2020-02-21,"28,983.39"
MDAX,2020-02-24,"27,884.91"
MDAX,2020-02-25,"27,315.42"
MDAX,2020-02-26,"27,126.89"
MDAX,2020-02-27,"26,196.77"
MDAX,2020-02-28,"25,366.62"
MDAX,2020-03-02,"25,348.33"
MDAX,2020-03-03,"25,897.56"
MDAX,2020-03-04,"26,091.33"
MDAX,2020-03-05,"25,679.69"
MDAX,2020-03-06,"24,750.77"
MDAX,2020-03-09,"23,091.71"
MDAX,2020-03-10,"22,901.96"
MDAX,2020-03-11,"22,637.93"
MDAX,2020-03-12,"20,168.02"
MDAX,2020-03-13,"20,256.48"
MDAX,2020-03-16,"19,230.20"
MDAX,2020-03-17,"18,954.61"
MDAX,2020-03-18,"17,909.40"
MDAX,2020-03-19,"18,559.78"
MDAX,2020-03-20,"19,521.15"
MDAX,2020-03-23,"18,837.03"
MDAX,2020-03-24,"20,181.98"
MDAX,2020-03-25,"20,762.04"
MDAX,2020-03-26,"21,426.13"
MDAX,2020-03-27,"20,618.22"
MDAX,2020-03-30,"20,651.22"
MDAX,2020-03-31,"21,040.71"
MDAX,2020-04-01,"20,432.30"
MDAX,2020-04-02,"20,488.22"
MDAX,2020-04-03,"20,345.74"
MDAX,2020-04-06,"21,838.98"
MDAX,2020-04-07,"21,538.13"
MDAX,2020-04-08,"21,704.44"
MDAX,2020-04-09,"22,100.17"
MDAX,2020-04-14,"22,374.20"
MDAX,2020-04-15,"21,722.09"
MDAX,2020-04-16,"21,792.67"
MDAX,2020-04-17,"22,356.36"
MDAX,2020-04-20,"22,460.84"
MDAX,2020-04-21,"21,948.25"
MDAX,2020-04-22,"22,274.84"
MDAX,2020-04-23,"22,506.81"
MDAX,2020-04-24,"22,240.69"
MDAX,2020-04-27,"22,584.22"
MDAX,2020-04-28,"22,817.07"
MDAX,2020-04-29,"23,406.05"
MDAX,2020-04-30,"23,043.70"
MDAX,2020-05-04,"22,431.37"
MDAX,2020-05-05,"23,117.73"
MDAX,2020-05-06,"23,082.78"
MDAX,2020-05-07,"23,742.94"
MDAX,2020-05-08,"23,965.21"
MDAX,2020-05-11,"23,865.82"
MDAX,2020-05-12,"23,819.97"
MDAX,2020-05-13,"23,546.44"
MDAX,2020-05-14,"22,994.51"
MDAX,2020-05-15,"23,270.68"
MDAX,2020-05-18,"24,087.72"
MDAX,2020-05-19,"24,198.38"
MDAX,2020-05-20,"24,478.88"
MDAX,2020-05-21,"24,406.91"
MDAX,2020-05-22,"24,590.01"
MDAX,2020-05-25,"25,085.86"
MDAX,2020-05-26,"25,446.60"
MDAX,2020-05-27,"25,152.03"
MDAX,2020-05-28,"25,633.68"
MDAX,2020-05-29,"25,396.00"
MDAX,2020-06-02,"26,080.63"
MDAX,2020-06-03,"26,677.43"
MDAX,2020-06-04,"26,760.42"
MDAX,2020-06-05,"27,199.76"
TecDAX,2020-01-02,"3,063.44"
TecDAX,2020-01-03,"3,035.69"
TecDAX,2020-01-06,"3,001.20"
TecDAX,2020-01-07,"3,036.83"
TecDAX,2020-01-08,"3,044.26"
TecDAX,2020-01-09,"3,095.28"
TecDAX,2020-01-10,"3,105.16"
TecDAX,2020-01-13,"3,093.77"
TecDAX,2020-01-14,"3,099.05"
TecDAX,2020-01-15,"3,103.57"
TecDAX,2020-01-16,"3,129.61"
TecDAX,2020-01-17,"3,152.54"
TecDAX,2020-01-20,"3,172.72"
TecDAX,2020-01-21,"3,170.25"
TecDAX,2020-01-22,"3,179.83"
TecDAX,2020-01-23,"3,170.33"
TecDAX,2020-01-24,"3,225.97"
TecDAX,2020-01-27,"3,133.87"
TecDAX,2020-01-28,"3,151.57"
TecDAX,2020-01-29,"3,157.65"
TecDAX,2020-01-30,"3,105.56"
TecDAX,2020-01-31,"3,061.72"
TecDAX,2020-02-03,"3,065.66"
TecDAX,2020-02-04,"3,124.76"
TecDAX,2020-02-05,"3,194.75"
TecDAX,2020-02-06,"3,207.86"
TecDAX,2020-02-07,"3,179.21"
TecDAX,2020-02-10,"3,182.38"
TecDAX,2020-02-11,"3,250.83"
TecDAX,2020-02-12,"3,270.00"
TecDAX,2020-02-13,"3,279.73"
TecDAX,2020-02-14,"3,265.31"
TecDAX,2020-02-17,"3,261.48"
TecDAX,2020-02-18,"3,234.62"
TecDAX,2020-02-19,"3,295.94"
TecDAX,2020-02-20,"3,264.28"
TecDAX,2020-02-21,"3,237.15"
TecDAX,2020-02-24,"3,114.68"
TecDAX,2020-02-25,"3,052.02"
TecDAX,2020-02-26,"3,043.45"
TecDAX,2020-02-27,"2,942.21"
TecDAX,2020-02-28,"2,848.71"
TecDAX,2020-03-02,"2,857.55"
TecDAX,2020-03-03,"2,942.67"
TecDAX,2020-03-04,"2,950.92"
TecDAX,2020-03-05,"2,912.00"
TecDAX,2020-03-06,"2,824.54"
TecDAX,2020-03-09,"2,636.50"
TecDAX,2020-03-10,"2,623.67"
TecDAX,2020-03-11,"2,608.45"
TecDAX,2020-03-12,"2,320.98"
TecDAX,2020-03-13,"2,360.54"
TecDAX,2020-03-16,"2,286.73"
TecDAX,2020-03-17,"2,295.85"
TecDAX,2020-03-18,"2,202.23"
TecDAX,2020-03-19,"2,273.21"
TecDAX,2020-03-20,"2,349.03"
TecDAX,2020-03-23,"2,316.88"
TecDAX,2020-03-24,"2,491.41"
TecDAX,2020-03-25,"2,543.12"
TecDAX,2020-03-26,"2,592.21"
TecDAX,2020-03-27,"2,506.46"
TecDAX,2020-03-30,"2,572.06"
TecDAX,2020-03-31,"2,597.98"
TecDAX,2020-04-01,"2,537.61"
TecDAX,2020-04-02,"2,563.43"
TecDAX,2020-04-03,"2,561.99"
TecDAX,2020-04-06,"2,747.51"
TecDAX,2020-04-07,"2,698.06"
TecDAX,2020-04-08,"2,746.09"
TecDAX,2020-04-09,"2,789.77"
TecDAX,2020-04-14,"2,879.94"
TecDAX,2020-04-15,"2,793.80"
TecDAX,2020-04-16,"2,816.65"
TecDAX,2020-04-17,"2,871.08"
TecDAX,2020-04-20,"2,906.50"
TecDAX,2020-04-21,"2,832.10"
TecDAX,2020-04-22,"2,899.54"
TecDAX,2020-04-23,"2,949.97"
TecDAX,2020-04-24,"2,886.40"
TecDAX,2020-04-27,"2,932.13"
TecDAX,2020-04-28,"2,854.32"
TecDAX,2020-04-29,"2,879.70"
TecDAX,2020-04-30,"2,854.65"
TecDAX,2020-05-04,"2,794.65"
TecDAX,2020-05-05,"2,881.80"
TecDAX,2020-05-06,"2,885.74"
TecDAX,2020-05-07,"2,949.03"
TecDAX,2020-05-08,"2,982.99"
TecDAX,2020-05-11,"2,987.38"
TecDAX,2020-05-12,"3,003.51"
TecDAX,2020-05-13,"2,987.48"
TecDAX,2020-05-14,"2,914.45"
TecDAX,2020-05-15,"2,919.35"
TecDAX,2020-05-18,"3,035.40"
TecDAX,2020-05-19,"3,049.48"
TecDAX,2020-05-20,"3,104.79"
TecDAX,2020-05-21,"3,068.89"
TecDAX,2020-05-22,"3,088.18"
TecDAX,2020-05-25,"3,155.21"
TecDAX,2020-05-26,"3,174.25"
TecDAX,2020-05-27,"3,109.38"
TecDAX,2020-05-28,"3,172.96"
TecDAX,2020-05-29,"3,185.72"
TecDAX,2020-06-02,"3,211.26"
TecDAX,2020-06-03,"3,263.47"
TecDAX,2020-06-04,"3,246.68"
TecDAX,2020-06-05,"3,250.99"
AEX,2020-01-02,612.87
AEX,2020-01-03,611.06
AEX,2020-01-06,607.24
AEX,2020-01-07,609.71
AEX,2020-01-08,610.48
AEX,2020-01-09,612.55
AEX,2020-01-10,610.43
AEX,2020-01-13,608.90
AEX,2020-01-14,611.15
AEX,2020-01-15,611.56
AEX,2020-01-16,612.06
AEX,2020-01-17,615.57
AEX,2020-01-20,614.23
AEX,2020-01-21,611.89
AEX,2020-01-22,611.56
AEX,2020-01-23,605.62
AEX,2020-01-24,614.24
AEX,2020-01-27,598.69
AEX,2020-01-28,602.96
AEX,2020-01-29,605.22
AEX,2020-01-30,598.95
AEX,2020-01-31,589.50
AEX,2020-02-03,592.36
AEX,2020-02-04,605.40
AEX,2020-02-05,613.41
AEX,2020-02-06,618.75
AEX,2020-02-07,616.46
AEX,2020-02-10,617.10
AEX,2020-02-11,623.85
AEX,2020-02-12,629.03
AEX,2020-02-13,629.14
AEX,2020-02-14,629.23
AEX,2020-02-17,629.17
AEX,2020-02-18,625.43
AEX,2020-02-19,629.20
AEX,2020-02-20,622.12
AEX,2020-02-21,617.33
AEX,2020-02-24,593.30
AEX,2020-02-25,582.71
AEX,2020-02-26,581.78
AEX,2020-02-27,559.98
AEX,2020-02-28,539.38
AEX,2020-03-02,542.17
AEX,2020-03-03,550.22
AEX,2020-03-04,557.73
AEX,2020-03-05,552.54
AEX,2020-03-06,531.29
AEX,2020-03-09,490.66
AEX,2020-03-10,484.70
AEX,2020-03-11,484.16
AEX,2020-03-12,432.10
AEX,2020-03-13,432.85
AEX,2020-03-16,416.77
AEX,2020-03-17,424.26
AEX,2020-03-18,404.10
AEX,2020-03-19,422.75
AEX,2020-03-20,431.98
AEX,2020-03-23,423.72
AEX,2020-03-24,461.73
AEX,2020-03-25,475.40
AEX,2020-03-26,482.99
AEX,2020-03-27,464.93
AEX,2020-03-30,475.98
AEX,2020-03-31,483.44
AEX,2020-04-01,471.30
AEX,2020-04-02,478.28
AEX,2020-04-03,471.46
AEX,2020-04-06,489.82
AEX,2020-04-07,499.85
AEX,2020-04-08,500.71
AEX,2020-04-09,508.04
AEX,2020-04-14,507.74
AEX,2020-04-15,491.13
AEX,2020-04-16,496.08
AEX,2020-04-17,505.82
AEX,2020-04-20,512.76
AEX,2020-04-21,495.76
AEX,2020-04-22,509.62
AEX,2020-04-23,512.73
AEX,2020-04-24,504.94
AEX,2020-04-27,512.19
AEX,2020-04-28,519.97
AEX,2020-04-29,526.96
AEX,2020-04-30,512.92
AEX,2020-05-04,496.31
AEX,2020-05-05,509.83
AEX,2020-05-06,505.55
AEX,2020-05-07,516.26
AEX,2020-05-08,520.57
AEX,2020-05-11,520.33
AEX,2020-05-12,520.44
AEX,2020-05-13,512.19
AEX,2020-05-14,499.03
AEX,2020-05-15,500.31
AEX,2020-05-18,519.89
AEX,2020-05-19,520.45
AEX,2020-05-20,531.06
AEX,2020-05-21,522.81
AEX,2020-05-22,524.38
AEX,2020-05-25,532.82
AEX,2020-05-26,531.30
AEX,2020-05-27,528.96
AEX,2020-05-28,538.62
AEX,2020-05-29,532.57
AEX,2020-06-01,539.54
AEX,2020-06-02,546.12
AEX,2020-06-03,561.30
AEX,2020-06-04,559.13
AEX,2020-06-05,572.80
CAC 40,2020-01-02,"6,041.50"
CAC 40,2020-01-03,"6,044.16"
CAC 40,2020-01-06,"6,013.59"
CAC 40,2020-01-07,"6,012.35"
CAC 40,2020-01-08,"6,031.00"
CAC 40,2020-01-09,"6,042.55"
CAC 40,2020-01-10,"6,037.11"
CAC 40,2020-01-13,"6,036.14"
CAC 40,2020-01-14,"6,040.89"
CAC 40,2020-01-15,"6,032.61"
CAC 40,2020-01-16,"6,039.03"
CAC 40,2020-01-17,"6,100.72"
CAC 40,2020-01-20,"6,078.54"
CAC 40,2020-01-21,"6,045.99"
CAC 40,2020-01-22,"6,010.98"
CAC 40,2020-01-23,"5,971.79"
CAC 40,2020-01-24,"6,024.26"
CAC 40,2020-01-27,"5,863.02"
CAC 40,2020-01-28,"5,925.82"
CAC 40,2020-01-29,"5,954.89"
CAC 40,2020-01-30,"5,871.77"
CAC 40,2020-01-31,"5,806.34"
CAC 40,2020-02-03,"5,832.51"
CAC 40,2020-02-04,"5,935.05"
CAC 40,2020-02-05,"5,985.40"
CAC 40,2020-02-06,"6,038.18"
CAC 40,2020-02-07,"6,029.75"
CAC 40,2020-02-10,"6,015.67"
CAC 40,2020-02-11,"6,054.76"
CAC 40,2020-02-12,"6,104.73"
CAC 40,2020-02-13,"6,093.14"
CAC 40,2020-02-14,"6,069.35"
CAC 40,2020-02-17,"6,085.95"
CAC 40,2020-02-18,"6,056.82"
CAC 40,2020-02-19,"6,111.24"
CAC 40,2020-02-20,"6,062.30"
CAC 40,2020-02-21,"6,029.72"
CAC 40,2020-02-24,"5,791.87"
CAC 40,2020-02-25,"5,679.68"
CAC 40,2020-02-26,"5,684.55"
CAC 40,2020-02-27,"5,495.60"
CAC 40,2020-02-28,"5,309.90"
CAC 40,2020-03-02,"5,333.52"
CAC 40,2020-03-03,"5,393.17"
CAC 40,2020-03-04,"5,464.89"
CAC 40,2020-03-05,"5,361.10"
CAC 40,2020-03-06,"5,139.11"
CAC 40,2020-03-09,"4,707.91"
CAC 40,2020-03-10,"4,636.61"
CAC 40,2020-03-11,"4,610.25"
CAC 40,2020-03-12,"4,044.26"
CAC 40,2020-03-13,"4,118.36"
CAC 40,2020-03-16,"3,881.46"
CAC 40,2020-03-17,"3,991.78"
CAC 40,2020-03-18,"3,754.84"
CAC 40,2020-03-19,"3,855.50"
CAC 40,2020-03-20,"4,048.80"
CAC 40,2020-03-23,"3,914.31"
CAC 40,2020-03-24,"4,242.70"
CAC 40,2020-03-25,"4,432.30"
CAC 40,2020-03-26,"4,543.58"
CAC 40,2020-03-27,"4,351.49"
CAC 40,2020-03-30,"4,378.51"
CAC 40,2020-03-31,"4,396.12"
CAC 40,2020-04-01,"4,207.24"
CAC 40,2020-04-02,"4,220.96"
CAC 40,2020-04-03,"4,154.58"
CAC 40,2020-04-06,"4,346.14"
CAC 40,2020-04-07,"4,438.27"
CAC 40,2020-04-08,"4,442.75"
CAC 40,2020-04-09,"4,506.85"
CAC 40,2020-04-14,"4,523.91"
CAC 40,2020-04-15,"4,353.72"
CAC 40,2020-04-16,"4,350.16"
CAC 40,2020-04-17,"4,499.01"
CAC 40,2020-04-20,"4,528.30"
CAC 40,2020-04-21,"4,357.46"
CAC 40,2020-04-22,"4,411.80"
CAC 40,2020-04-23,"4,451.00"
CAC 40,2020-04-24,"4,393.32"
CAC 40,2020-04-27,"4,505.26"
CAC 40,2020-04-28,"4,569.79"
CAC 40,2020-04-29,"4,671.11"
CAC 40,2020-04-30,"4,572.18"
CAC 40,2020-05-04,"4,378.23"
CAC 40,2020-05-05,"4,483.13"
CAC 40,2020-05-06,"4,433.38"
CAC 40,2020-05-07,"4,501.44"
CAC 40,2020-05-08,"4,549.64"
CAC 40,2020-05-11,"4,490.22"
CAC 40,2020-05-12,"4,472.50"
CAC 40,2020-05-13,"4,344.95"
CAC 40,2020-05-14,"4,273.13"
CAC 40,2020-05-15,"4,277.63"
CAC 40,2020-05-18,"4,498.34"
CAC 40,2020-05-19,"4,458.16"
CAC 40,2020-05-20,"4,496.98"
CAC 40,2020-05-21,"4,445.45"
CAC 40,2020-05-22,"4,444.56"
CAC 40,2020-05-25,"4,539.91"
CAC 40,2020-05-26,"4,606.24"
CAC 40,2020-05-27,"4,688.74"
CAC 40,2020-05-28,"4,771.39"
CAC 40,2020-05-29,"4,695.44"
CAC 40,2020-06-01,"4,762.78"
CAC 40,2020-06-02,"4,858.97"
CAC 40,2020-06-03,"5,022.38"
CAC 40,2020-06-04,"5,011.98"
CAC 40,2020-06-05,"5,197.79"
FTSE 100,2020-01-02,"7,604.30"
FTSE 100,2020-01-03,"7,622.40"
FTSE 100,2020-01-06,"7,575.34"
FTSE 100,2020-01-07,"7,573.85"
FTSE 100,2020-01-08,"7,574.93"
FTSE 100,2020-01-09,"7,598.12"
FTSE 100,2020-01-10,"7,587.85"
FTSE 100,2020-01-13,"7,617.60"
FTSE 100,2020-01-14,"7,622.35"
FTSE 100,2020-01-15,"7,642.80"
FTSE 100,2020-01-16,"7,609.81"
FTSE 100,2020-01-17,"7,674.56"
FTSE 100,2020-01-20,"7,651.44"
FTSE 100,2020-01-21,"7,610.70"
FTSE 100,2020-01-22,"7,571.92"
FTSE 100,2020-01-23,"7,507.67"
FTSE 100,2020-01-24,"7,585.98"
FTSE 100,2020-01-27,"7,412.05"
FTSE 100,2020-01-28,"7,480.69"
FTSE 100,2020-01-29,"7,483.57"
FTSE 100,2020-01-30,"7,381.96"
FTSE 100,2020-01-31,"7,286.01"
FTSE 100,2020-02-03,"7,326.31"
FTSE 100,2020-02-04,"7,439.82"
FTSE 100,2020-02-05,"7,482.48"
FTSE 100,2020-02-06,"7,504.79"
FTSE 100,2020-02-07,"7,466.70"
FTSE 100,2020-02-10,"7,446.88"
FTSE 100,2020-02-11,"7,499.44"
FTSE 100,2020-02-12,"7,534.37"
FTSE 100,2020-02-13,"7,452.03"
FTSE 100,2020-02-14,"7,409.13"
FTSE 100,2020-02-17,"7,433.25"
FTSE 100,2020-02-18,"7,382.01"
FTSE 100,2020-02-19,"7,457.02"
FTSE 100,2020-02-20,"7,436.64"
FTSE 100,2020-02-21,"7,403.92"
FTSE 100,2020-02-24,"7,156.83"
FTSE 100,2020-02-25,"7,017.88"
FTSE 100,2020-02-26,"7,042.47"
FTSE 100,2020-02-27,"6,796.40"
FTSE 100,2020-02-28,"6,580.61"
FTSE 100,2020-03-02,"6,654.89"
FTSE 100,2020-03-03,"6,718.20"
FTSE 100,2020-03-04,"6,815.59"
FTSE 100,2020-03-05,"6,705.43"
FTSE 100,2020-03-06,"6,462.55"
FTSE 100,2020-03-09,"5,965.77"
FTSE 100,2020-03-10,"5,960.23"
FTSE 100,2020-03-11,"5,876.52"
FTSE 100,2020-03-12,"5,237.48"
FTSE 100,2020-03-13,"5,366.11"
FTSE 100,2020-03-16,"5,151.08"
FTSE 100,2020-03-17,"5,294.90"
FTSE 100,2020-03-18,"5,080.58"
FTSE 100,2020-03-19,"5,151.61"
FTSE 100,2020-03-20,"5,190.78"
FTSE 100,2020-03-23,"4,993.89"
FTSE 100,2020-03-24,"5,446.01"
FTSE 100,2020-03-25,"5,688.20"
FTSE 100,2020-03-26,"5,815.73"
FTSE 100,2020-03-27,"5,510.33"
FTSE 100,2020-03-30,"5,563.74"
FTSE 100,2020-03-31,"5,671.96"
FTSE 100,2020-04-01,"5,454.57"
FTSE 100,2020-04-02,"5,480.22"
FTSE 100,2020-04-03,"5,415.50"
FTSE 100,2020-04-06,"5,582.39"
FTSE 100,2020-04-07,"5,704.45"
FTSE 100,2020-04-08,"5,677.73"
FTSE 100,2020-04-09,"5,842.66"
FTSE 100,2020-04-14,"5,791.31"
FTSE 100,2020-04-15,"5,597.65"
FTSE 100,2020-04-16,"5,628.43"
FTSE 100,2020-04-17,"5,786.96"
FTSE 100,2020-04-20,"5,812.83"
FTSE 100,2020-04-21,"5,641.03"
FTSE 100,2020-04-22,"5,770.63"
FTSE 100,2020-04-23,"5,826.61"
FTSE 100,2020-04-24,"5,752.23"
